Country_Code,Country_Name,Region,Income_Group,Year,Government_Effectiveness,Control_of_Corruption,Political_Stability,Rule_Of_Law,Regulatory_Quality,Voice_and_Accountability,Public_Sector_Employment_Share,FP.CPI.TOTL.ZG,IC.FRM.DURS,IT.NET.USER.ZS,NE.CON.GOVT.ZS,NY.GDP.PCAP.CD,NY.GDP.PCAP.PP.CD,SE.ADT.LITR.ZS,SE.XPD.TOTL.GD.ZS,SH.MED.PHYS.ZS,SI.POV.GINI,SI.POV.UMIC,SL.GDP.PCAP.EM.KD,SL.TLF.BASC.FE.ZS,SL.TLF.BASC.MA.ZS,SL.UEM.TOTL.FE.NE.ZS,SL.UEM.TOTL.NE.ZS,SP.DYN.LE00.IN,SP.POP.1564.TO.ZS,NGDPDPC,Private,Public
ABW,Aruba,Latin America & Caribbean,High income,2018,1.0134127140045166,1.2074013948440552,1.3375098705291748,1.2596540451049805,0.8463282585144043,1.2828235626220703,,3.62604141352961,,,23.0710204165153,30082.1276448186,39287.0195169703,,4.54875898361206,,,,,,,,,75.88,67.9734478352375,30082.212,,
ABW,Aruba,Latin America & Caribbean,High income,2019,0.9876939058303832,1.1744308471679688,1.3358073234558103,1.2283459901809692,0.8462342023849487,1.2625652551651,,4.25746204335428,,,22.4985522696464,31096.2050738676,39110.2761899842,,4.43504333496094,,,,,,,,,76.019,67.5216668534499,31096.315,,
AFG,Afghanistan,South Asia,Low income,2000,-2.1739461421966553,-1.2717242240905762,-2.4389688968658447,-1.7806607484817505,-2.0802526473999023,-2.03141713142395,,,,,,174.930991430166,813.550255990893,,,,,,7550.47738997998,,,,,55.005,47.713099742493,,,
AFG,Afghanistan,South Asia,Low income,2002,-1.5876870155334473,-1.2511370182037354,-2.035033702850342,-1.673473238945007,-1.811545729637146,-1.433421015739441,,,,0.00456,,178.954088379235,926.507941009788,,,,,,8326.90962575288,,,,,56.225,47.498128576993,233.433,,
AFG,Afghanistan,South Asia,Low income,2003,-1.17576801776886,-1.3441797494888306,-2.1983723640441895,-1.558293700218201,-1.4631078243255615,-1.177571177482605,,,,0.0879,,198.871115728727,966.962032047533,,,,,,8519.65611184284,,,,,57.171,47.4929561802291,233.755,,
AFG,Afghanistan,South Asia,Low income,2004,-0.9451462626457214,-1.3506473302841189,-2.295682191848755,-1.6939252614974976,-1.5115489959716797,-1.2030339241027832,,,,0.106,,221.763653873013,971.633503058856,,,,,,8326.41974829402,,,,,57.81,47.5544385897446,254.259,,
AFG,Afghanistan,South Asia,Low income,2005,-1.228815674781799,-1.44725239276886,-2.067509889602661,-1.6629655361175537,-1.6434402465820312,-1.125429630279541,,12.6862687216715,,1.22,,254.184249149336,1076.08735259624,,,,,,8912.15350759228,,,,,58.247,47.6806841112977,294.396,,
AFG,Afghanistan,South Asia,Low income,2006,-1.4736515283584597,-1.446292281150818,-2.219134569168091,-1.8790048360824585,-1.6894686222076416,-1.110293984413147,,6.78459655001655,,2.11,,274.218553561575,1121.83447075137,,4.68476057052612,0.166,,,8973.67419225782,,,,,58.553,47.872283121037,320.674,,
AFG,Afghanistan,South Asia,Low income,2007,-1.4401105642318726,-1.6132510900497437,-2.4133734703063965,-1.852560043334961,-1.7088723182678225,-1.0576539039611816,,8.68057078513406,,1.9,,376.223152003876,1286.9498431073,,4.17489528656006,0.182,,,9947.90436160528,,,,,58.956,48.1377315470579,381.502,,
AFG,Afghanistan,South Asia,Low income,2008,-1.5277950763702393,-1.672095537185669,-2.6913609504699707,-1.903307557106018,-1.6071668863296509,-1.168901801109314,0.0594530414753684,26.4186641547444,13.8,1.84,,381.73323802844,1333.74726659751,,4.38367223739624,0.183,,,10042.2183217768,,,2.187,2.495,59.708,48.4650217036667,447.746,7041.465,445.099
AFG,Afghanistan,South Asia,Low income,2009,-1.5077521800994873,-1.5522987842559814,-2.711421489715576,-1.876118779182434,-1.6645076274871826,-1.375495195388794,,-6.81116108898996,,3.55,,452.053705477043,1570.69814518678,,4.81063985824585,0.22,,,11636.337095925,,,,,60.248,48.8282510289366,511.374,,
AFG,Afghanistan,South Asia,Low income,2010,-1.4783155918121338,-1.6453911066055298,-2.5791518688201904,-1.8700580596923828,-1.5165282487869265,-1.4044673442840576,,2.17853752389419,,4.0,,560.621505463146,1765.53802828895,,3.4794499874115,0.245,,,12801.0022346215,,,,,60.702,49.2260551369721,631.49,,
AFG,Afghanistan,South Asia,Low income,2011,-1.4741004705429075,-1.600470781326294,-2.5020596981048584,-1.9225001335144043,-1.53632390499115,-1.3359769582748413,,11.8041858089129,,5.0,,606.694676337726,1744.06062321558,31.0,3.4620099067688,0.259,,,12273.5134558038,,,,,61.25,49.6380620251503,714.7,,
AFG,Afghanistan,South Asia,Low income,2012,-1.3755351305007937,-1.4303728342056274,-2.4185614585876465,-1.651893138885498,-1.192579746246338,-1.267430067062378,0.1058726877121622,6.44121280934117,,5.45,,651.417134470046,1988.42930381554,,2.60419988632202,0.247,,,13168.8128218918,,,3.333,1.692,61.735,50.0567833137882,784.611,5739.954,679.662
AFG,Afghanistan,South Asia,Low income,2013,-1.4014629125595093,-1.4459606409072876,-2.5193490982055664,-1.6097551584243774,-1.1930902004241943,-1.240139126777649,,7.38577178397855,,5.9,,637.087099117099,2133.24127098647,,3.45445990562439,0.291,,,13316.9067607027,,,,,62.188,50.4888449766978,754.402,,
AFG,Afghanistan,South Asia,Low income,2014,-1.3616461753845217,-1.3649340867996216,-2.4110684394836426,-1.437701940536499,-1.1241337060928345,-1.1355226039886477,0.103164226725601,4.67399603536345,13.7,7.0,,625.054941813938,2224.49074815215,,3.69521999359131,0.304,,,13059.3295876974,24.459,58.895,10.112,7.915,62.26,50.9303980666568,746.922,6280.575,722.463
AFG,Afghanistan,South Asia,Low income,2015,-1.3973948955535889,-1.3547130823135376,-2.5626251697540283,-1.5162006616592407,-1.018826246261597,-1.1176280975341797,,-0.661709164713742,,8.26,,565.569730408751,2284.07584789349,33.7538414001465,3.2558000087738,0.291,,,12873.5697247878,,,,,62.27,51.3839679093288,705.597,,
AFG,Afghanistan,South Asia,Low income,2016,-1.2914680242538452,-1.5402277708053589,-2.662156105041504,-1.522533655166626,-1.3396950960159302,-1.0378369092941284,,4.38389195513915,,11.0,,522.082215583898,2213.1814410479,,4.54397010803223,0.284,,,12860.513368789,,,,,62.646,51.843053949596,617.126,,
AFG,Afghanistan,South Asia,Low income,2017,-1.3865967988967896,-1.5300745964050293,-2.794975519180298,-1.5811764001846311,-1.3630104064941406,-0.9909541606903076,0.1014350896907606,4.97595150553833,,13.5,,525.469770891619,2335.79586234454,,4.34319019317627,0.245,,,12864.5667033688,17.16,67.445,14.027,11.184,62.406,52.2756584397329,635.789,5747.701,648.833
AFG,Afghanistan,South Asia,Low income,2018,-1.5017578601837158,-1.5028759241104126,-2.753441333770752,-1.6891238689422607,-1.1382036209106443,-1.007686734199524,,0.626149149168847,,16.8,,491.337221382603,2432.27670083336,,,0.304,,,13030.5525461584,,,,,62.443,52.6732723441847,580.253,,
AFG,Afghanistan,South Asia,Low income,2019,-1.5191125869750977,-1.4193100929260254,-2.6525397300720215,-1.742100477218628,-1.113777995109558,-1.0067129135131836,,2.30237251516834,,17.6,,496.6025042585,2583.48533239877,,,0.214,,,13569.7731419082,,,,,62.941,53.0470145105464,586.204,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2000,-1.0750341415405271,-1.197514295578003,-2.0381739139556885,-1.601501703262329,-1.5070480108261108,-1.4580646753311155,,324.996871601321,,0.105,,563.733795571487,3326.77991383311,,2.60753011703491,,51.9,67.2,17119.7782884389,,,,,46.501,51.7076319576167,681.129,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2002,-1.1321570873260498,-1.155492663383484,-1.5761798620224,-1.6333438158035278,-1.2941350936889648,-1.238779067993164,,108.897436089429,,0.27,19.1305785372378,882.147847234303,3824.28480436462,,,,,,18855.4966271165,,,,,47.874,51.8486657735495,872.658,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2003,-1.124224305152893,-1.335463285446167,-1.0073858499526978,-1.4828559160232544,-1.1874674558639526,-1.2726153135299685,,98.2241436573304,,0.371,21.8542597859949,992.698979254665,3878.50795455112,,,,,,18728.7965152455,,,,,50.218,51.9264269288317,982.806,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2004,-1.3288724422454834,-1.3775688409805298,-1.0631206035614014,-1.5209163427352903,-1.2267135381698608,-1.2854797840118408,0.2169255927314333,43.5421067519687,,0.465,14.3120629446155,1266.21086410236,4262.90601264127,,,0.062,,,19992.0923335577,63.195,78.231,26.133,23.643,51.123,52.0010593307475,1254.696,3501.453,969.965
AGO,Angola,Sub-Saharan Africa,Lower middle income,2005,-1.1102192401885986,-1.3231819868087769,-0.8851783275604248,-1.4647949934005735,-1.2400362491607666,-1.2347193956375122,,22.953513851394,,1.14,16.0290371753303,1916.46842218625,4876.28768389176,,2.12011003494263,,,,22147.1734268955,,,,,52.13,52.0638895726361,1900.724,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2006,-1.3810491561889648,-1.2410377264022827,-0.5394534468650818,-1.3112727403640747,-1.1562156677246094,-1.252087950706482,,13.3052101780032,24.1,1.5,15.3417224061598,2617.05196022633,5404.38383004397,,2.28146004676819,,,,23751.1654866437,,,,,52.965,52.1113870058968,2597.964,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2007,-1.2050071954727173,-1.3074935674667358,-0.6666587591171265,-1.3751335144042969,-1.075312614440918,-1.1853139400482178,,12.2514974459487,,1.7,15.5369347037304,3141.0459797605,6095.99926680138,,,,,,26056.8248827361,,,,,54.2,52.1442449228259,3121.349,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2008,-1.061388373374939,-1.3087645769119265,-0.3617873787879944,-1.3785638809204102,-1.1014959812164309,-1.1193468570709229,,12.4758291326398,,1.9,16.8146115372764,4103.0669003635,6651.37774105467,,,,42.7,68.9,27916.9476547603,,,,,55.281,52.1529400233703,4081.718,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2009,-0.945070207118988,-1.39776611328125,-0.3475918471813202,-1.2362892627716064,-1.0595252513885498,-1.1261353492736816,0.1529598011600906,13.7302839288408,,2.3,19.8985860825078,3136.64546955947,6498.16928212825,,2.92000007629395,0.131,,,27178.7717290183,45.467,72.916,2.821,3.782,56.225,52.1421151099296,3123.699,4726.115,853.449
AGO,Angola,Sub-Saharan Africa,Lower middle income,2010,-1.1382677555084229,-1.332474946975708,-0.2261823415756225,-1.2729532718658447,-1.0602174997329712,-1.1205251216888428,,14.4696564932577,34.7,2.8,17.0423458554536,3597.34293216332,6607.02219696569,,3.42131996154785,,,,27369.8288096095,,,10.87,9.43,57.242,52.1299279990298,3586.664,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2011,-1.193231225013733,-1.367469072341919,-0.3692378103733063,-1.2770532369613647,-1.1075315475463867,-1.1254783868789673,0.1370869227720812,13.4824679218511,,4.7,18.2358592210108,4615.91059831778,6711.39025723883,,3.24000000953674,,,,27274.9043360427,60.353,74.211,18.71,16.77,58.093,52.1221809832928,4608.155,5859.531,930.876
AGO,Angola,Sub-Saharan Africa,Lower middle income,2012,-0.9889454245567322,-1.302401423454285,-0.3893225491046905,-1.304776906967163,-0.9904375672340392,-1.076246738433838,,10.2779049218839,,7.7,17.8426333032037,5086.02740086376,7354.94296631261,,3.08191084861755,,,,28516.0022500817,,,,,58.916,52.110643381122,5083.827,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2013,-1.2428865432739258,-1.336971640586853,-0.3912334740161896,-1.2909477949142456,-1.0416704416275024,-1.1139191389083862,,8.77781429332624,,13.0,21.6219487315047,5057.74787833163,7561.03920495179,,3.86999988555908,,,,28890.3836446295,,,,,59.705,52.0969806945144,5228.511,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2014,-1.0565738677978516,-1.458225965499878,-0.333232045173645,-1.0749540328979492,-0.8606834411621094,-1.145323634147644,0.1456511741015535,7.28038730361121,,21.4,17.9756586545567,5005.9997412707,7990.27445672775,66.0,2.9300000667572,,,,29274.4857795179,28.349,47.208,9.103,9.579,60.396,52.0696201188262,5371.217,4521.472,770.83
AGO,Angola,Sub-Saharan Africa,Lower middle income,2015,-0.9290873408317566,-1.4277265071868896,-0.5053858160972595,-1.030658721923828,-0.8636714220046997,-1.177164912223816,,9.35597215533784,,22.0,16.4328328348133,3213.90261080059,7119.72644274401,66.2358627319336,3.09999990463257,,,,28665.4476074031,,,,,61.042,52.0344151201028,4130.93,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2016,-0.9714935421943665,-1.4839904308319092,-0.3215800821781158,-1.0039502382278442,-0.9692509174346924,-1.1403274536132812,,30.6944150806719,,23.2,13.8806850814508,1807.95294072643,6843.73589660504,,2.75493669509888,,,,27078.6580594013,,,,,61.619,52.0323838444687,3468.518,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2017,-0.9519889950752258,-1.4451717138290403,-0.3878954946994781,-1.0399820804595947,-1.0454665422439575,-1.0952434539794922,,29.8444799015679,,26.0,12.9358193168237,2437.25971190821,6992.7288342812,,2.46687889099121,0.212,,,26194.3407776738,,,,,62.122,52.0639319428822,4039.3,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2018,-1.00525164604187,-1.199483871459961,-0.3472085893154144,-1.001062035560608,-0.8006831407546997,-0.9035943150520324,,19.6289379701521,,29.0,10.4745435629873,2538.59139143371,7347.79993635052,,2.18351292610168,0.211,51.3,78.0,25039.8417724709,,,,,62.622,52.10972051613,3240.858,,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2019,-1.1284898519515991,-1.0546181201934814,-0.3684116005897522,-1.023548245429993,-0.8338445425033569,-0.7931099534034729,0.0960238354469048,17.080954143438,,32.1,8.59885628389892,2189.85571407618,7528.38241791217,,2.07306432723999,,,,24065.0208647087,75.823,82.57,16.546,16.497,63.051,52.1792554940819,2612.246,9232.634,980.726
ALB,Albania,Europe & Central Asia,Upper middle income,2000,-0.9177801609039308,-0.8555636405944824,-0.5399895906448364,-1.0206676721572876,-0.4159101247787475,-0.2851386666297912,,0.0500181363468238,,0.114,9.69245349651536,1126.68334010717,3861.29587658066,,3.4301700592041,1.359,,,18898.9836826157,,,19.3,16.8,74.826,63.0526057298341,1127.64,,
ALB,Albania,Europe & Central Asia,Upper middle income,2002,-0.624333381652832,-0.8453409075737,-0.2977191805839538,-0.762321412563324,-0.3114007711410522,-0.008150209672749,,7.77052583431552,,0.39,11.3351367908612,1425.12421860142,4661.3864817606,,3.11779999732971,1.17,31.7,52.1,21256.3314781783,53.11,70.315,4.978,4.615,75.299,63.8012540793314,1425.125,,
ALB,Albania,Europe & Central Asia,Upper middle income,2003,-0.5639867186546326,-0.8537865877151489,-0.3097802400588989,-0.7163234949111938,-0.4902165532112121,0.0703076869249343,,0.484002611818478,,0.972,11.0984229894148,1846.12012081207,5000.32938607468,,3.13823008537292,1.196,,,22424.272155637,,,18.2,15.0,75.557,64.2615866296247,1846.119,,
ALB,Albania,Europe & Central Asia,Upper middle income,2004,-0.4083716571331024,-0.7237318158149719,-0.4272596836090088,-0.7010323405265808,-0.1874915659427642,0.0072374991141259,,2.28001916938101,,2.42,11.2058669623781,2373.58129170055,5427.88085796663,,3.22751998901367,1.208,,,23740.1417165043,,,17.5,14.4,75.951,64.7160584866188,2373.58,,
ALB,Albania,Europe & Central Asia,Upper middle income,2005,-0.6963872313499451,-0.8132638931274414,-0.5050479769706726,-0.7638331651687622,-0.4007312357425689,0.0036717876791954,,2.36658195679795,,6.04,11.031267292825,2673.78781583529,5865.32161974535,,3.28154993057251,,30.6,40.4,25268.1906346255,9.961,21.975,7.07,6.566,76.427,65.170542224898,2673.773,,
ALB,Albania,Europe & Central Asia,Upper middle income,2006,-0.5809526443481445,-0.7905452847480774,-0.5081573128700256,-0.7031358480453491,-0.1485993862152099,0.0758899599313736,,2.37072831904282,,9.61,10.5272906437808,2972.74362094736,6566.51540711302,,3.1914598941803,1.207,,,27034.2979719364,,,16.8,13.8,76.994,65.6110994839565,2972.745,,
ALB,Albania,Europe & Central Asia,Upper middle income,2007,-0.4277225434780121,-0.7069400548934937,-0.203974649310112,-0.661545991897583,0.0345503017306327,0.1130084693431854,0.1843580388804587,2.93268248162323,21.2,15.0,10.4774392871051,3595.03829536404,7285.03477086567,,3.27592992782593,1.218,,,29236.1172590808,31.784,54.066,16.431,15.966,77.691,66.033265550449,3595.053,797.675,180.297
ALB,Albania,Europe & Central Asia,Upper middle income,2008,-0.3670634925365448,-0.605212390422821,-0.0305009130388498,-0.6000792980194092,0.1376665085554123,0.1749390810728073,0.1804764257827281,3.32087090389265,,23.9,10.3789563199331,4370.53971639449,8228.34259049073,96.0,3.50922608375549,,30.0,33.4,30897.6835737981,42.212,56.28,13.722,13.06,78.248,66.4557863939707,4370.562,920.452,202.703
ALB,Albania,Europe & Central Asia,Upper middle income,2009,-0.2559414803981781,-0.5452709197998047,-0.0451405122876167,-0.49437016248703,0.2414460033178329,0.1414773315191269,0.1655412974318143,2.26692209450831,,41.2,11.109434443885,4114.13403283023,8812.72866164449,,,1.248,,,30981.4798666908,43.129,59.331,15.644,13.674,78.509,66.9063216544298,4114.09,968.396,192.112
ALB,Albania,Europe & Central Asia,Upper middle income,2010,-0.2794532179832458,-0.5316165089607239,-0.1914829015731811,-0.385760486125946,0.2332819551229477,0.123838223516941,0.1592773043441757,3.6271009151748,,45.0,11.1573603733327,4094.34968570481,9627.11353019879,,3.41307497024536,1.249,,,31977.4906393929,44.295,59.892,15.844,14.086,78.414,67.3838908889083,4097.833,981.326,185.915
ALB,Albania,Europe & Central Asia,Upper middle income,2011,-0.2021770775318145,-0.7017941474914551,-0.2823794186115265,-0.4429264664649963,0.2839725613594055,0.0623337626457214,0.1424261581359085,3.42807130141503,,47.0,10.9741654774939,4437.14116097061,10207.725973953,97.0,3.24000835418701,1.234,,,29777.055845741,49.571,61.947,13.753,13.481,78.303,67.8454159774467,4439.89,994.332,165.139
ALB,Albania,Europe & Central Asia,Upper middle income,2012,-0.2689250111579895,-0.7787294387817383,-0.1436315923929214,-0.5198397636413574,0.2404919862747192,0.0220640376210212,0.1490669808774736,2.03159268395296,,49.4,10.844815956651,4247.63134315945,10526.242220905,97.0,3.30906105041504,1.278,29.0,36.7,31519.8944847079,46.207,59.908,11.489,13.376,78.084,68.198600414295,4248.909,964.827,169.019
ALB,Albania,Europe & Central Asia,Upper middle income,2013,-0.3244573771953583,-0.7513726949691772,0.0919297859072685,-0.5188288688659668,0.2541602551937103,0.0488644428551197,0.1685031650915254,1.93762080205223,12.2,51.8,11.0254938139466,4413.06338346821,10570.9886499849,,3.53929996490479,1.285,,,35483.7660282803,39.202,55.524,13.436,15.866,77.995,68.3856722403311,4415.6,851.57,172.571
ALB,Albania,Europe & Central Asia,Upper middle income,2014,-0.0497708097100257,-0.5865718126296997,0.4859862327575683,-0.3111990988254547,0.2790376842021942,0.1436897814273834,0.169988497598947,1.62586504402604,,54.3,11.4518682295269,4578.63320812155,11259.2396578923,,3.21696710586548,,34.6,38.7,36273.3724552493,39.022,56.557,15.52,18.055,78.029,68.4466928018412,4584.919,850.043,174.091
ALB,Albania,Europe & Central Asia,Upper middle income,2015,0.0275752544403076,-0.54514080286026,0.3416390419006347,-0.3196868002414703,0.174237310886383,0.1571352630853653,0.1612441102367735,3.50120835492657,,56.9,11.1106353102927,3952.80357364813,11662.0362602873,,3.43796992301941,,32.8,25.4,35250.4526194214,42.36,57.315,17.121,17.193,78.358,68.4632957891861,3953.611,907.502,174.46
ALB,Albania,Europe & Central Asia,Upper middle income,2016,0.0290823616087436,-0.4723737239837646,0.3374478816986084,-0.3226319849491119,0.1866076290607452,0.1710975021123886,0.1504231710591136,-0.367317209784652,,59.6,11.2693152160404,4124.05538986272,12078.859007524,,3.96209001541138,1.219,33.7,25.5,34415.011506334,44.464,58.943,14.471,15.418,78.643,68.473513186339,4124.405,977.823,173.13
ALB,Albania,Europe & Central Asia,Upper middle income,2017,0.0985528454184532,-0.4813868403434753,0.3737707436084747,-0.4141915738582611,0.2206103205680847,0.2038851678371429,0.1569444188048675,2.06059845920226,,62.4,11.4983976170746,4531.03220675893,12771.0344395233,98.8162307739258,3.61172008514404,,33.1,25.5,34425.7377346012,44.888,60.058,12.504,13.616,78.9,68.411252681582,4525.887,1004.698,187.036
ALB,Albania,Europe & Central Asia,Upper middle income,2018,0.0805245339870452,-0.5460188984870911,0.3667792677879333,-0.4147520363330841,0.2560798227787018,0.1887865960597992,0.1507888396420705,2.02805963071135,,65.4,11.8666128771924,5365.48934672897,13696.7885617842,,3.15294480323792,,30.1,18.2,34504.7345663523,47.532,61.932,11.883,12.304,79.238,68.2552118334715,5257.714,1043.644,185.313
ALB,Albania,Europe & Central Asia,Upper middle income,2019,-0.0623007006943225,-0.5642740726470947,0.1101050525903701,-0.4263173639774322,0.2720654606819153,0.1419652849435806,0.1443918176283141,1.41109078954251,10.9,68.6,12.6759965465543,5460.42823730592,14792.2572244853,,3.91623997688293,1.651,30.1,14.9,34336.0630582567,48.268,63.3,11.316,11.466,79.467,68.0076096803147,5345.058,1082.062,182.608
ARE,United Arab Emirates,Middle East & North Africa,High income,2000,0.7476854920387268,0.1033452227711677,0.975434422492981,0.6557528972625732,0.6890285611152649,-0.5168413519859314,,,,23.6,,29865.502347066,91317.6283690281,,,1.724,,,160502.876348014,,,2.71,2.25,76.347,77.8879832423831,34386.178,,
ARE,United Arab Emirates,Middle East & North Africa,High income,2002,0.796371579170227,1.111619234085083,0.9372751116752625,0.7027032971382141,1.0783491134643557,-0.6315435171127319,,,,28.3,10.146486288123,27753.6089526346,86960.3167462888,,,1.917,,,143386.291008347,,,,,78.721,79.6300494386157,32790.74,,
ARE,United Arab Emirates,Middle East & North Africa,High income,2003,0.5372549891471863,0.8260367512702942,0.9946501851081848,0.5448063015937805,0.6388789415359497,-0.9121923446655272,,,,29.5,9.75023354253255,29659.5428567811,91058.6690688492,,,2.021,,,145511.04051425,,,,,79.6,80.1836130937062,35017.316,,
ARE,United Arab Emirates,Middle East & North Africa,High income,2004,0.6876840591430664,1.0394773483276367,0.7687579989433289,0.4332623183727264,0.7925390005111694,-0.6879128813743591,,,,30.1,8.74669751420651,33376.7152295209,96981.590791724,,,1.954,,,149058.938230717,,,,,80.272,80.5131083613854,39301.136,,
ARE,United Arab Emirates,Middle East & North Africa,High income,2005,0.7166743874549866,0.9908085465431212,0.8754132986068726,0.3895757794380188,0.6516038179397583,-0.7084732055664062,,,,40.0,7.87259315554192,38719.3138307623,99576.6168727168,90.0,,1.628,,,146743.045090056,,,7.06,3.12,80.779,80.7422842185822,43983.848,,
