Country_Code,Country_Name,Year,Region,Income_Group,Control_of_Corruption,Government_Effectiveness,Political_Stability,Rule_Of_Law,Regulatory_Quality,Voice_and_Accountability
AFG,Afghanistan,2006,South Asia,Low income,-1.4462922811508179,-1.4736515283584595,-2.219134569168091,-1.8790048360824585,-1.6894686222076416,-1.110293984413147
AFG,Afghanistan,2007,South Asia,Low income,-1.6132510900497437,-1.4401105642318726,-2.4133734703063965,-1.852560043334961,-1.7088723182678223,-1.0576539039611816
AFG,Afghanistan,2008,South Asia,Low income,-1.672095537185669,-1.5277950763702393,-2.6913609504699707,-1.903307557106018,-1.6071668863296509,-1.168901801109314
AFG,Afghanistan,2009,South Asia,Low income,-1.5522987842559814,-1.5077521800994873,-2.711421489715576,-1.876118779182434,-1.6645076274871826,-1.375495195388794
AFG,Afghanistan,2010,South Asia,Low income,-1.6453911066055298,-1.4783155918121338,-2.5791518688201904,-1.8700580596923828,-1.5165282487869263,-1.4044673442840576
AFG,Afghanistan,2011,South Asia,Low income,-1.600470781326294,-1.4741004705429077,-2.5020596981048584,-1.9225001335144043,-1.53632390499115,-1.3359769582748413
AFG,Afghanistan,2012,South Asia,Low income,-1.4303728342056274,-1.3755351305007935,-2.4185614585876465,-1.651893138885498,-1.192579746246338,-1.267430067062378
AFG,Afghanistan,2013,South Asia,Low income,-1.4459606409072876,-1.4014629125595093,-2.5193490982055664,-1.6097551584243774,-1.1930902004241943,-1.240139126777649
AFG,Afghanistan,2014,South Asia,Low income,-1.3649340867996216,-1.3616461753845215,-2.4110684394836426,-1.437701940536499,-1.1241337060928345,-1.1355226039886475
AFG,Afghanistan,2015,South Asia,Low income,-1.3547130823135376,-1.3973948955535889,-2.5626251697540283,-1.5162006616592407,-1.0188262462615967,-1.1176280975341797
AFG,Afghanistan,2016,South Asia,Low income,-1.5402277708053589,-1.2914680242538452,-2.662156105041504,-1.522533655166626,-1.3396950960159302,-1.0378369092941284
AFG,Afghanistan,2017,South Asia,Low income,-1.5300745964050293,-1.3865967988967896,-2.794975519180298,-1.5811764001846313,-1.3630104064941406,-0.9909541606903076
AFG,Afghanistan,2018,South Asia,Low income,-1.5028759241104126,-1.5017578601837158,-2.753441333770752,-1.6891238689422607,-1.1382036209106445,-1.007686734199524
AFG,Afghanistan,2019,South Asia,Low income,-1.4193100929260254,-1.5191125869750977,-2.6525397300720215,-1.742100477218628,-1.113777995109558,-1.0067129135131836
AGO,Angola,2000,Sub-Saharan Africa,Lower middle income,-1.197514295578003,-1.0750341415405273,-2.0381739139556885,-1.601501703262329,-1.5070480108261108,-1.4580646753311157
AGO,Angola,2002,Sub-Saharan Africa,Lower middle income,-1.1554926633834839,-1.1321570873260498,-1.5761798620224,-1.6333438158035278,-1.2941350936889648,-1.238779067993164
AGO,Angola,2003,Sub-Saharan Africa,Lower middle income,-1.335463285446167,-1.124224305152893,-1.0073858499526978,-1.4828559160232544,-1.1874674558639526,-1.2726153135299683
AGO,Angola,2004,Sub-Saharan Africa,Lower middle income,-1.3775688409805298,-1.3288724422454834,-1.0631206035614014,-1.5209163427352905,-1.2267135381698608,-1.2854797840118408
AGO,Angola,2005,Sub-Saharan Africa,Lower middle income,-1.3231819868087769,-1.1102192401885986,-0.8851783275604248,-1.4647949934005737,-1.2400362491607666,-1.2347193956375122
AGO,Angola,2006,Sub-Saharan Africa,Lower middle income,-1.2410377264022827,-1.3810491561889648,-0.5394534468650818,-1.3112727403640747,-1.1562156677246094,-1.252087950706482
AGO,Angola,2007,Sub-Saharan Africa,Lower middle income,-1.3074935674667358,-1.2050071954727173,-0.6666587591171265,-1.3751335144042969,-1.075312614440918,-1.1853139400482178
AGO,Angola,2008,Sub-Saharan Africa,Lower middle income,-1.3087645769119263,-1.061388373374939,-0.3617873787879944,-1.3785638809204102,-1.1014959812164307,-1.1193468570709229
AGO,Angola,2009,Sub-Saharan Africa,Lower middle income,-1.39776611328125,-0.945070207118988,-0.3475918471813202,-1.2362892627716064,-1.0595252513885498,-1.1261353492736816
AGO,Angola,2010,Sub-Saharan Africa,Lower middle income,-1.332474946975708,-1.1382677555084229,-0.22618234157562256,-1.2729532718658447,-1.0602174997329712,-1.1205251216888428
AGO,Angola,2011,Sub-Saharan Africa,Lower middle income,-1.367469072341919,-1.193231225013733,-0.3692378103733063,-1.2770532369613647,-1.1075315475463867,-1.1254783868789673
AGO,Angola,2012,Sub-Saharan Africa,Lower middle income,-1.3024014234542847,-0.9889454245567322,-0.38932254910469055,-1.304776906967163,-0.9904375672340393,-1.076246738433838
AGO,Angola,2013,Sub-Saharan Africa,Lower middle income,-1.336971640586853,-1.2428865432739258,-0.3912334740161896,-1.2909477949142456,-1.0416704416275024,-1.1139191389083862
AGO,Angola,2014,Sub-Saharan Africa,Lower middle income,-1.458225965499878,-1.0565738677978516,-0.333232045173645,-1.0749540328979492,-0.8606834411621094,-1.145323634147644
AGO,Angola,2015,Sub-Saharan Africa,Lower middle income,-1.4277265071868896,-0.9290873408317566,-0.5053858160972595,-1.0306587219238281,-0.8636714220046997,-1.177164912223816
AGO,Angola,2016,Sub-Saharan Africa,Lower middle income,-1.4839904308319092,-0.9714935421943665,-0.32158008217811584,-1.0039502382278442,-0.9692509174346924,-1.1403274536132812
AGO,Angola,2017,Sub-Saharan Africa,Lower middle income,-1.4451717138290405,-0.9519889950752258,-0.38789549469947815,-1.0399820804595947,-1.0454665422439575,-1.0952434539794922
AGO,Angola,2018,Sub-Saharan Africa,Lower middle income,-1.199483871459961,-1.0052516460418701,-0.34720858931541443,-1.001062035560608,-0.8006831407546997,-0.9035943150520325
AGO,Angola,2019,Sub-Saharan Africa,Lower middle income,-1.0546181201934814,-1.1284898519515991,-0.3684116005897522,-1.0235482454299927,-0.8338445425033569,-0.7931099534034729
ALB,Albania,2000,Europe & Central Asia,Upper middle income,-0.8555636405944824,-0.9177801609039307,-0.5399895906448364,-1.0206676721572876,-0.41591012477874756,-0.28513866662979126
ALB,Albania,2002,Europe & Central Asia,Upper middle income,-0.8453409075737,-0.624333381652832,-0.29771918058395386,-0.762321412563324,-0.31140077114105225,-0.008150209672749043
ALB,Albania,2003,Europe & Central Asia,Upper middle income,-0.8537865877151489,-0.5639867186546326,-0.3097802400588989,-0.7163234949111938,-0.49021655321121216,0.07030768692493439
ALB,Albania,2004,Europe & Central Asia,Upper middle income,-0.7237318158149719,-0.4083716571331024,-0.4272596836090088,-0.7010323405265808,-0.18749156594276428,0.007237499114125967
ALB,Albania,2005,Europe & Central Asia,Upper middle income,-0.8132638931274414,-0.6963872313499451,-0.5050479769706726,-0.7638331651687622,-0.40073123574256897,0.003671787679195404
ALB,Albania,2006,Europe & Central Asia,Upper middle income,-0.7905452847480774,-0.5809526443481445,-0.5081573128700256,-0.7031358480453491,-0.14859938621520996,0.0758899599313736
ALB,Albania,2007,Europe & Central Asia,Upper middle income,-0.7069400548934937,-0.4277225434780121,-0.203974649310112,-0.661545991897583,0.03455030173063278,0.11300846934318542
ALB,Albania,2008,Europe & Central Asia,Upper middle income,-0.605212390422821,-0.3670634925365448,-0.03050091303884983,-0.6000792980194092,0.1376665085554123,0.1749390810728073
ALB,Albania,2009,Europe & Central Asia,Upper middle income,-0.5452709197998047,-0.2559414803981781,-0.04514051228761673,-0.49437016248703003,0.24144600331783295,0.1414773315191269
ALB,Albania,2010,Europe & Central Asia,Upper middle income,-0.5316165089607239,-0.27945321798324585,-0.19148290157318115,-0.38576048612594604,0.2332819551229477,0.12383822351694107
ALB,Albania,2011,Europe & Central Asia,Upper middle income,-0.7017941474914551,-0.20217707753181458,-0.2823794186115265,-0.44292646646499634,0.2839725613594055,0.062333762645721436
ALB,Albania,2012,Europe & Central Asia,Upper middle income,-0.7787294387817383,-0.2689250111579895,-0.14363159239292145,-0.5198397636413574,0.24049198627471924,0.02206403762102127
ALB,Albania,2013,Europe & Central Asia,Upper middle income,-0.7513726949691772,-0.3244573771953583,0.09192978590726852,-0.5188288688659668,0.2541602551937103,0.048864442855119705
ALB,Albania,2014,Europe & Central Asia,Upper middle income,-0.5865718126296997,-0.04977080971002579,0.48598623275756836,-0.3111990988254547,0.2790376842021942,0.14368978142738342
ALB,Albania,2015,Europe & Central Asia,Upper middle income,-0.54514080286026,0.027575254440307617,0.34163904190063477,-0.31968680024147034,0.17423731088638306,0.1571352630853653
ALB,Albania,2016,Europe & Central Asia,Upper middle income,-0.47237372398376465,0.029082361608743668,0.3374478816986084,-0.32263198494911194,0.18660762906074524,0.1710975021123886
ALB,Albania,2017,Europe & Central Asia,Upper middle income,-0.48138684034347534,0.09855284541845322,0.37377074360847473,-0.4141915738582611,0.22061032056808472,0.20388516783714294
ALB,Albania,2018,Europe & Central Asia,Upper middle income,-0.5460188984870911,0.08052453398704529,0.36677926778793335,-0.4147520363330841,0.2560798227787018,0.1887865960597992
ALB,Albania,2019,Europe & Central Asia,Upper middle income,-0.5642740726470947,-0.062300700694322586,0.11010505259037018,-0.42631736397743225,0.2720654606819153,0.14196528494358063
ARE,United Arab Emirates,2000,Middle East & North Africa,High income,0.10334522277116776,0.7476854920387268,0.975434422492981,0.6557528972625732,0.6890285611152649,-0.5168413519859314
ARE,United Arab Emirates,2002,Middle East & North Africa,High income,1.111619234085083,0.796371579170227,0.9372751116752625,0.7027032971382141,1.0783491134643555,-0.6315435171127319
ARE,United Arab Emirates,2003,Middle East & North Africa,High income,0.8260367512702942,0.5372549891471863,0.9946501851081848,0.5448063015937805,0.6388789415359497,-0.9121923446655273
ARE,United Arab Emirates,2004,Middle East & North Africa,High income,1.0394773483276367,0.6876840591430664,0.7687579989433289,0.43326231837272644,0.7925390005111694,-0.6879128813743591
ARE,United Arab Emirates,2005,Middle East & North Africa,High income,0.9908085465431213,0.7166743874549866,0.8754132986068726,0.3895757794380188,0.6516038179397583,-0.7084732055664062
ARE,United Arab Emirates,2006,Middle East & North Africa,High income,0.8858725428581238,0.9459233283996582,0.9234210848808289,0.31153592467308044,0.6245279312133789,-0.9998293519020081
ARE,United Arab Emirates,2007,Middle East & North Africa,High income,1.0060982704162598,0.9430439472198486,0.9753913879394531,0.27476608753204346,0.6090116500854492,-0.9068832993507385
ARE,United Arab Emirates,2008,Middle East & North Africa,High income,1.0714504718780518,0.8984909057617188,0.6960179209709167,0.41721999645233154,0.5675185918807983,-0.9123814702033997
ARE,United Arab Emirates,2009,Middle East & North Africa,High income,0.9063047170639038,1.0092004537582397,0.9190414547920227,0.3992787301540375,0.44328564405441284,-0.838367760181427
ARE,United Arab Emirates,2010,Middle East & North Africa,High income,0.8908339142799377,0.9186354279518127,0.8017578721046448,0.31741413474082947,0.31856533885002136,-0.9035473465919495
ARE,United Arab Emirates,2011,Middle East & North Africa,High income,1.07048761844635,1.070761799812317,0.912175714969635,0.49854710698127747,0.4452083706855774,-0.8962441086769104
ARE,United Arab Emirates,2012,Middle East & North Africa,High income,1.1557362079620361,1.1628236770629883,0.8632514476776123,0.5343596339225769,0.6709921360015869,-1.000819206237793
ARE,United Arab Emirates,2013,Middle East & North Africa,High income,1.2735427618026733,1.1901006698608398,0.8947921991348267,0.6134284734725952,0.7749730348587036,-1.019597053527832
ARE,United Arab Emirates,2014,Middle East & North Africa,High income,1.1988099813461304,1.451582908630371,0.7689089179039001,0.6510024666786194,0.9875151515007019,-1.061466097831726
ARE,United Arab Emirates,2015,Middle East & North Africa,High income,1.034574270248413,1.500491738319397,0.748049259185791,0.6141616106033325,1.0965969562530518,-1.1124333143234253
ARE,United Arab Emirates,2016,Middle East & North Africa,High income,1.1316770315170288,1.410187005996704,0.5496461391448975,0.8190379738807678,0.9599183797836304,-1.0500764846801758
ARE,United Arab Emirates,2017,Middle East & North Africa,High income,1.095753788948059,1.4089032411575317,0.6019497513771057,0.7683349847793579,1.0009546279907227,-1.0966237783432007
ARE,United Arab Emirates,2018,Middle East & North Africa,High income,1.1170514822006226,1.4263396263122559,0.6892555952072144,0.7742451429367065,0.9198547601699829,-1.1226601600646973
ARE,United Arab Emirates,2019,Middle East & North Africa,High income,1.0723820924758911,1.38027024269104,0.6675384044647217,0.8082774877548218,0.9681379199028015,-1.1395241022109985
ARG,Argentina,2000,Latin America & Caribbean,Upper middle income,-0.17240765690803528,-0.028038693591952324,0.09582387655973434,-0.21440449357032776,0.1822923868894577,0.41834697127342224
ARG,Argentina,2002,Latin America & Caribbean,Upper middle income,-0.41705572605133057,-0.2284790724515915,-0.7765454053878784,-0.7610980868339539,-0.8807165622711182,0.2600627541542053
ARG,Argentina,2003,Latin America & Caribbean,Upper middle income,-0.4799768030643463,-0.03421998396515846,-0.3598381280899048,-0.7771158218383789,-0.6914756298065186,0.3491252660751343
ARG,Argentina,2004,Latin America & Caribbean,Upper middle income,-0.4144095480442047,0.01519739255309105,-0.6109349131584167,-0.7673801779747009,-0.6980352997779846,0.3620408773422241
ARG,Argentina,2005,Latin America & Caribbean,Upper middle income,-0.377738356590271,-0.09797906130552292,-0.041774943470954895,-0.557991087436676,-0.5250743627548218,0.2692316174507141
ARG,Argentina,2006,Latin America & Caribbean,Upper middle income,-0.3312385380268097,-0.03391630947589874,0.001967762829735875,-0.5770156383514404,-0.61456698179245,0.403436541557312
ARG,Argentina,2007,Latin America & Caribbean,Upper middle income,-0.3721220791339874,-0.012532503344118595,0.09779663383960724,-0.6014722585678101,-0.6356935501098633,0.44862133264541626
ARG,Argentina,2008,Latin America & Caribbean,Upper middle income,-0.4348750114440918,-0.12350934743881226,-0.08775568753480911,-0.6997316479682922,-0.7026294469833374,0.3588959276676178
ARG,Argentina,2009,Latin America & Caribbean,Upper middle income,-0.44547510147094727,-0.2940320372581482,-0.2348545789718628,-0.694468080997467,-0.8308367729187012,0.2800914943218231
ARG,Argentina,2010,Latin America & Caribbean,Upper middle income,-0.35523003339767456,-0.1117919459939003,-0.08479786664247513,-0.5980942249298096,-0.7429409027099609,0.3616701364517212
ARG,Argentina,2011,Latin America & Caribbean,Upper middle income,-0.36409851908683777,-0.0723610669374466,0.158993661403656,-0.5631232857704163,-0.7019643783569336,0.3449418246746063
ARG,Argentina,2012,Latin America & Caribbean,Upper middle income,-0.44590920209884644,-0.20696701109409332,0.10304054617881775,-0.6230342388153076,-0.897686779499054,0.2952099144458771
ARG,Argentina,2013,Latin America & Caribbean,Upper middle income,-0.43430671095848083,-0.25423696637153625,0.06531426310539246,-0.6563286185264587,-0.9281347990036011,0.27693355083465576
ARG,Argentina,2014,Latin America & Caribbean,Upper middle income,-0.5497913956642151,-0.11111429333686829,-0.005121871363371611,-0.8666273355484009,-1.0661495923995972,0.3452717661857605
ARG,Argentina,2015,Latin America & Caribbean,Upper middle income,-0.5812652707099915,-0.04947561025619507,0.008764134719967842,-0.7486358880996704,-0.8980223536491394,0.411758154630661
ARG,Argentina,2016,Latin America & Caribbean,Upper middle income,-0.2992355525493622,0.21879637241363525,0.19774989783763885,-0.32015952467918396,-0.34757116436958313,0.4932636618614197
ARG,Argentina,2017,Latin America & Caribbean,Upper middle income,-0.30900245904922485,0.13508561253547668,0.1625421643257141,-0.23731203377246857,-0.19643020629882812,0.5287081003189087
ARG,Argentina,2018,Latin America & Caribbean,Upper middle income,-0.0992739275097847,0.02806061878800392,0.006909812334924936,-0.21933043003082275,-0.19597762823104858,0.5392525792121887
ARG,Argentina,2019,Latin America & Caribbean,Upper middle income,-0.10711624473333359,-0.12079533189535141,-0.09782309085130692,-0.4273604452610016,-0.4530797004699707,0.5708746314048767
ARM,Armenia,2000,Europe & Central Asia,Upper middle income,-0.8480862379074097,-0.5464175939559937,-0.6828679442405701,-0.5010162591934204,-0.17210157215595245,-0.3745952844619751
ARM,Armenia,2002,Europe & Central Asia,Upper middle income,-0.7781651616096497,-0.04576926678419113,-0.25578412413597107,-0.43853136897087097,0.056333646178245544,-0.4444211423397064
ARM,Armenia,2003,Europe & Central Asia,Upper middle income,-0.6490224003791809,-0.19725370407104492,0.23696623742580414,-0.3028646409511566,0.1675703525543213,-0.46740618348121643
ARM,Armenia,2004,Europe & Central Asia,Upper middle income,-0.7034553289413452,-0.11826344579458237,-0.11633748561143875,-0.4819506108760834,0.10925000160932541,-0.5721655488014221
ARM,Armenia,2005,Europe & Central Asia,Upper middle income,-0.6833498477935791,-0.14249780774116516,-0.06633539497852325,-0.3887767493724823,0.08906266838312149,-0.5913633108139038
ARM,Armenia,2006,Europe & Central Asia,Upper middle income,-0.6692326068878174,-0.2615029215812683,-0.26102375984191895,-0.544567346572876,0.29233068227767944,-0.742222785949707
ARM,Armenia,2007,Europe & Central Asia,Upper middle income,-0.7458916902542114,-0.38190656900405884,0.15090583264827728,-0.4965180456638336,0.2652071714401245,-0.7593778967857361
ARM,Armenia,2008,Europe & Central Asia,Upper middle income,-0.7124123573303223,-0.1779525876045227,-0.006853027734905481,-0.3377513587474823,0.3009398579597473,-0.857629656791687
ARM,Armenia,2009,Europe & Central Asia,Upper middle income,-0.6214596629142761,-0.026895642280578613,0.2278633564710617,-0.46871069073677063,0.27345407009124756,-0.876420259475708
ARM,Armenia,2010,Europe & Central Asia,Upper middle income,-0.6950395703315735,-0.17152315378189087,0.071855328977108,-0.4813583195209503,0.2689465582370758,-0.8475215435028076
ARM,Armenia,2011,Europe & Central Asia,Upper middle income,-0.6645594239234924,-0.11502830684185028,-0.06386898458003998,-0.4377064108848572,0.24694059789180756,-0.6907798051834106
ARM,Armenia,2012,Europe & Central Asia,Upper middle income,-0.5880014896392822,-0.032386623322963715,0.15479497611522675,-0.4182819724082947,0.33427339792251587,-0.5704914331436157
ARM,Armenia,2013,Europe & Central Asia,Upper middle income,-0.5305334329605103,0.07831728458404541,0.11038514226675034,-0.34088894724845886,0.23518268764019012,-0.5880992412567139
ARM,Armenia,2014,Europe & Central Asia,Upper middle income,-0.5654467940330505,-0.2573297619819641,-0.2971358001232147,-0.4177267551422119,0.15851990878582,-0.5621320009231567
ARM,Armenia,2015,Europe & Central Asia,Upper middle income,-0.6097466349601746,-0.33178961277008057,-0.256798654794693,-0.4625513255596161,0.18917684257030487,-0.5362738370895386
ARM,Armenia,2016,Europe & Central Asia,Upper middle income,-0.6597952246665955,-0.31255441904067993,-0.6679511070251465,-0.1608944982290268,0.20515838265419006,-0.5790926218032837
ARM,Armenia,2017,Europe & Central Asia,Upper middle income,-0.637015163898468,-0.25155001878738403,-0.6262111663818359,-0.2093939185142517,0.22839732468128204,-0.5606704354286194
ARM,Armenia,2018,Europe & Central Asia,Upper middle income,-0.40936943888664246,-0.17058266699314117,-0.45106691122055054,-0.19721436500549316,0.3505902886390686,-0.13096515834331512
ARM,Armenia,2019,Europe & Central Asia,Upper middle income,-0.2270398586988449,-0.22604596614837646,-0.4200249910354614,-0.17746451497077942,0.24260427057743073,0.05478820949792862
ASM,American Samoa,2004,East Asia & Pacific,High income,0.7914449572563171,-0.12698867917060852,0.7369264960289001,0.8395964503288269,0.49760615825653076,0.5037260055541992
ASM,American Samoa,2005,East Asia & Pacific,High income,0.7893091440200806,0.22470034658908844,0.7462840676307678,1.1094154119491577,0.36898788809776306,0.6543324589729309
ASM,American Samoa,2006,East Asia & Pacific,High income,0.29986104369163513,0.24547788500785828,0.7039876580238342,1.0692214965820312,0.3607975244522095,0.5484631657600403
ASM,American Samoa,2007,East Asia & Pacific,High income,0.3080624043941498,0.4810870289802551,0.9679311513900757,1.090919852256775,0.37614548206329346,0.9721288681030273
ASM,American Samoa,2008,East Asia & Pacific,High income,0.3175552785396576,0.49847909808158875,0.9844630360603333,1.1179795265197754,0.39081624150276184,0.9671981930732727
ASM,American Samoa,2009,East Asia & Pacific,High income,0.3474660813808441,0.49797484278678894,0.9457246661186218,1.1250547170639038,0.40251168608665466,0.9638116359710693
ASM,American Samoa,2010,East Asia & Pacific,High income,0.32875683903694153,0.487727552652359,0.919146716594696,1.111208200454712,0.3939584195613861,0.9882844090461731
ASM,American Samoa,2011,East Asia & Pacific,High income,0.3104458749294281,0.4813660979270935,0.9339901804924011,1.0909523963928223,0.3863683044910431,1.0090516805648804
ASM,American Samoa,2012,East Asia & Pacific,High income,0.2994111478328705,0.48122963309288025,0.9529908299446106,1.0963672399520874,0.35862529277801514,1.0256717205047607
ASM,American Samoa,2013,East Asia & Pacific,High income,0.3030022978782654,0.48676690459251404,0.9289857745170593,1.101438283920288,0.3621329069137573,1.0047314167022705
ASM,American Samoa,2014,East Asia & Pacific,High income,1.2206939458847046,0.43856188654899597,1.0806834697723389,1.4073128700256348,0.17799964547157288,
ASM,American Samoa,2015,East Asia & Pacific,High income,1.1517291069030762,0.4428175687789917,1.1516780853271484,1.2855278253555298,0.15120430290699005,
ASM,American Samoa,2016,East Asia & Pacific,High income,1.1594114303588867,0.4825611412525177,1.1585559844970703,1.2791582345962524,0.121528759598732,
ASM,American Samoa,2017,East Asia & Pacific,High income,1.7622872591018677,0.5104762315750122,1.1843236684799194,1.2953011989593506,-0.2737315893173218,
ASM,American Samoa,2018,East Asia & Pacific,High income,1.7806496620178223,0.49867555499076843,1.1662973165512085,1.2965961694717407,-0.3062419891357422,
ASM,American Samoa,2019,East Asia & Pacific,High income,1.780229091644287,0.4899766445159912,1.1449339389801025,1.2682017087936401,-0.32527899742126465,1.3185478448867798
ATG,Antigua and Barbuda,2000,Latin America & Caribbean,High income,0.8615375757217407,0.6188225746154785,0.7132350206375122,1.0349035263061523,0.7512299418449402,0.3909619450569153
ATG,Antigua and Barbuda,2002,Latin America & Caribbean,High income,0.8502103686332703,0.5680538415908813,0.7925599217414856,1.0345522165298462,0.6983251571655273,0.3366376459598541
ATG,Antigua and Barbuda,2003,Latin America & Caribbean,High income,0.8541200757026672,0.5767295360565186,0.8656901121139526,1.0379496812820435,0.6829840540885925,0.31748366355895996
ATG,Antigua and Barbuda,2004,Latin America & Caribbean,High income,0.8398560285568237,0.5403202772140503,1.084635615348816,0.908433735370636,0.5823465585708618,0.5730307698249817
ATG,Antigua and Barbuda,2005,Latin America & Caribbean,High income,0.7424461841583252,0.4475576877593994,0.830512523651123,0.6592442393302917,0.5846385359764099,0.5331801772117615
ATG,Antigua and Barbuda,2006,Latin America & Caribbean,High income,1.1196162700653076,0.40799200534820557,0.7998207211494446,0.921211838722229,0.5471798777580261,0.6313120126724243
ATG,Antigua and Barbuda,2007,Latin America & Caribbean,High income,1.1469670534133911,0.39915505051612854,0.8026701807975769,0.8935031890869141,0.5303723812103271,0.5436360239982605
ATG,Antigua and Barbuda,2008,Latin America & Caribbean,High income,1.2767753601074219,0.49847909808158875,0.8138918280601501,0.9379394054412842,0.6427592635154724,0.5739085674285889
ATG,Antigua and Barbuda,2009,Latin America & Caribbean,High income,1.3177649974822998,0.49797484278678894,0.721793532371521,0.9726674556732178,0.6533021330833435,0.5894278287887573
ATG,Antigua and Barbuda,2010,Latin America & Caribbean,High income,1.3017727136611938,0.487727552652359,0.9049993753433228,0.9528698921203613,0.6428255438804626,0.49584904313087463
ATG,Antigua and Barbuda,2011,Latin America & Caribbean,High income,1.2722980976104736,0.4813660979270935,0.957588255405426,0.9420947432518005,0.6313797235488892,0.5111746788024902
ATG,Antigua and Barbuda,2012,Latin America & Caribbean,High income,1.2605308294296265,0.48122963309288025,0.9757880568504333,0.9457190036773682,0.5992722511291504,0.6400569677352905
ATG,Antigua and Barbuda,2013,Latin America & Caribbean,High income,1.253580927848816,0.48676690459251404,0.958863377571106,0.8317868113517761,0.6014545559883118,0.61894690990448
ATG,Antigua and Barbuda,2014,Latin America & Caribbean,High income,0.6347954273223877,-0.0708797425031662,0.9845507144927979,-0.17578420042991638,0.5293739438056946,0.5587059855461121
ATG,Antigua and Barbuda,2015,Latin America & Caribbean,High income,0.6426090598106384,0.18323400616645813,0.9875642657279968,0.5530768632888794,0.35581859946250916,0.5949347019195557
ATG,Antigua and Barbuda,2016,Latin America & Caribbean,High income,0.6453676819801331,0.21799221634864807,0.8592496514320374,0.47271642088890076,0.3284309506416321,0.6335365772247314
ATG,Antigua and Barbuda,2017,Latin America & Caribbean,High income,0.197911337018013,-0.03611185401678085,0.7320609092712402,0.4070189893245697,0.23712681233882904,0.6084094643592834
ATG,Antigua and Barbuda,2018,Latin America & Caribbean,High income,0.2365017980337143,-0.05354204401373863,0.8231021165847778,0.37643349170684814,0.4013099670410156,0.578873872756958
